timestamp,coredns_coredns_energy
2026-06-14 08:19:29.891999960,1035.8244000000002
2026-06-14 08:19:44.891999960,1049.0220000000002
2026-06-14 08:19:59.891999960,1049.022
2026-06-14 08:20:14.891999960,1062.2820518566916
2026-06-14 08:20:29.891999960,1062.2820518566916
2026-06-14 08:20:44.891999960,1085.7312000000006
2026-06-14 08:20:59.891999960,1085.7312000000004
2026-06-14 08:21:14.891999960,1098.4679999999998
2026-06-14 08:21:29.891999960,1098.4679999999998
2026-06-14 08:21:44.891999960,1101.9420000000002
2026-06-14 08:21:59.891999960,1101.942
2026-06-14 08:22:14.891999960,1079.6795999999993
2026-06-14 08:22:29.891999960,1079.679599999999
2026-06-14 08:22:44.891999960,1063.5408
2026-06-14 08:22:59.891999960,1063.5407999999998
2026-06-14 08:23:14.891999960,1045.0583999999994
2026-06-14 08:23:29.891999960,1045.0583999999994
2026-06-14 08:23:44.891999960,1042.6176000000012
